"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","row_id"
6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6,2955
6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,6,2956
6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,6,2957
6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,6,2958
6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6,2959
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,2965
7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6,2966
5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6,2967
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,2968
5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,6,2970
7.2,0.4,0.38,2.2,0.03,40,109,0.99075,3.27,0.46,12.6,6,2971
6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,6,2973
6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,6,2975
6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,6,2977
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,2980
7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,6,2981
7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,6,2983
8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6,2985
6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,6,2987
7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,6,2988
8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6,2989
7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,6,2990
7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6,2992
6.8,0.21,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9,6,2993
8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6,2994
7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,6,2995
7.1,0.14,0.33,1,0.104,20,54,0.99057,3.19,0.64,11.5,6,2997
6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12,6,2999
8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6,3000
5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9,6,3002
6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,6,3003
6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,6,3008
5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6,3009
6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,6,3013
6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,6,3015
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,3017
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,3019
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,3020
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,3022
8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8,6,3024
7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,6,3026
7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,6,3027
6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8,6,3028
6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,3029
6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,3031
7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,6,3032
6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8,6,3033
6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,6,3034
6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,6,3035
5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,6,3038
6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,6,3039
7.1,0.17,0.31,1.6,0.037,15,103,0.991,3.14,0.5,12,6,3040
6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,6,3043
6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6,3044
5.1,0.165,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9,6,3045
6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4,6,3046
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,3049
7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6,3050
7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6,3051
6.2,0.3,0.31,1.2,0.048,19,125,0.98999,3.32,0.54,12.6,6,3052
7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6,3053
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,3054
6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,6,3055
6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6,6,3056
6.6,0.16,0.21,6.7,0.055,43,157,0.99384,3.15,0.52,10.8,6,3057
7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6,3058
6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6,3059
6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6,3063
5.3,0.32,0.23,9.65,0.026,26,119,0.99168,3.18,0.53,12.2,6,3064
6.8,0.2,0.28,12.6,0.048,54,136,0.99556,3.19,0.37,10.7,6,3065
6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6,3066
7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6,3069
6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6,3070
6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6,3072
6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6,3073
6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6,3075
6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6,3076
5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,6,3077
7.8,0.22,0.26,9,0.047,38,132,0.997,3.25,0.53,10.2,6,3078
6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6,3079
7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,6,3080
6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,6,3082
6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8,6,3083
6.7,0.38,0.26,9.55,0.036,35,91,0.9919,2.98,0.37,12.4,6,3086
8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,6,3087
5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6,3090
7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6,3091
7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6,3092
5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6,3095
6.8,0.24,0.29,9.5,0.042,56,157,0.99586,3.11,0.51,10.1,6,3098
6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8,6,3099
7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6,3100
7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6,3101
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6,3102
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6,3106
6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,6,3110
6,0.16,0.22,1.6,0.042,36,106,0.9905,3.24,0.32,11.4,6,3112
6,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2,6,3114
5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,6,3115
7.3,0.23,0.24,0.9,0.031,29,86,0.98926,2.9,0.38,12.2,6,3116
7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6,3117
6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6,3119
7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6,3122
6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6,3123
6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6,3124
6.9,0.28,0.33,1.2,0.039,16,98,0.9904,3.07,0.39,11.7,6,3128
6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6,3129
7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6,3130
6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6,3132
6.4,0.3,0.36,2,0.052,18,141,0.99273,3.38,0.53,10.5,6,3134
6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6,3135
7.5,0.33,0.28,4.9,0.042,21,155,0.99385,3.36,0.57,10.9,6,3136
7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,6,3138
6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11,6,3139
7.9,0.35,0.28,12.9,0.032,13,63,0.9932,2.99,0.43,13,6,3140
7.7,0.38,0.23,10.8,0.03,28,95,0.99164,2.93,0.41,13.6,6,3141
5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6,3142
5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6,3143
8.9,0.27,0.28,0.8,0.024,29,128,0.98984,3.01,0.35,12.4,6,3144
7.6,0.23,0.29,8.6,0.053,65,146,0.9963,3.11,0.32,9.8,6,3145
7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,6,3146
6.6,0.22,0.3,14.7,0.045,50,136,0.99704,3.14,0.37,10.6,6,3147
7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,6,3148
7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7,6,3149
8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,6,3151
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6,3152
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,3153
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,3154
7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,6,3155
6.2,0.47,0.19,8.3,0.029,24,142,0.992,3.22,0.45,12.3,6,3158
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,3159
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,3163
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6,3164
5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,6,3165
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6,3166
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,3167
7.6,0.37,0.34,3.2,0.028,42,162,0.9903,3.01,0.33,12.4,6,3169
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6,3170
8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6,3171
8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6,3174
8.1,0.17,0.21,1.6,0.036,24,119,0.99396,3.18,0.52,10.1,6,3178
6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,6,3179
7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,6,3180
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,3181
7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5,6,3188
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6,3189
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,3190
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,3191
6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,6,3193
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,3194
7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6,3195
6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6,3196
7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6,3197
6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6,3198
6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,6,3199
6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,6,3200
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,3202
6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,6,3203
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,3204
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,3207
6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6,3208
5.9,0.18,0.28,5.1,0.039,50,139,0.99165,3.16,0.44,11.3,6,3211
7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,6,3212
6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6,3214
6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6,3218
6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,6,3219
5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,6,3220
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,3222
7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,6,3225
7.4,0.22,0.26,8.8,0.027,23,112,0.9931,2.98,0.41,11.4,6,3226
6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,6,3227
6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,6,3228
6.3,0.22,0.34,1.2,0.036,32,96,0.98961,3.06,0.74,11.6,6,3229
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,3230
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,3231
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,3233
6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,6,3235
6.5,0.35,0.38,7.4,0.036,20,196,0.99712,3.47,0.48,9.1,6,3237
6.3,0.18,0.24,3.4,0.053,20,119,0.99373,3.11,0.52,9.2,6,3238
5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,6,3239
7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,6,3242
6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,6,3246
6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,6,3247
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,3249
6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,3254
6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,3255
7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,6,3256
6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6,3258
6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,6,3259
7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6,3265
7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6,3268
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,3270
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,3271
6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,6,3272
7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,6,3273
6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,6,3274
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,3275
6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6,3276
8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6,3278
8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6,3279
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,3280
6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,6,3281
7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,6,3282
6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6,3284
6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6,3286
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,3287
5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6,3288
6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6,3292
6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6,3296
6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,6,3298
6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,6,3300
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,3301
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,3302
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,3303
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,3304
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,3305
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,3307
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,3308
6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,6,3310
6.4,0.38,0.26,8.2,0.043,28,98,0.99234,2.99,0.31,11.4,6,3311
5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2,6,3312
7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,6,3313
6.1,0.22,0.38,2.8,0.144,12,65,0.9908,2.95,0.64,11.4,6,3316
5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,6,3317
7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6,3318
7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,6,3319
7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,6,3320
6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,6,3322
7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6,3323
6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,6,3324
6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,6,3326
7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6,3327
5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,6,3328
8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,6,3329
6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6,3330
6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9,6,3332
6.1,0.27,0.32,6.2,0.048,47,161,0.99281,3.22,0.6,11,6,3333
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,3337
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,3338
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,3339
6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6,3342
6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,6,3345
6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6,3346
6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,6,3348
5.6,0.23,0.25,8,0.043,31,101,0.99429,3.19,0.42,10.4,6,3349
6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,6,3353
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,3354
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,3356
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,3359
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,3361
5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6,3362
6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,6,3364
7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,6,3365
6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,3368
5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,6,3369
6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,3370
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6,3371
6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,6,3372
6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,6,3373
5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,6,3375
7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,6,3377
6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,6,3378
6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6,3382
6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6,3383
6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,6,3384
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,3385
6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6,3386
7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,6,3387
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6,3389
6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6,3390
7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,6,3391
5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11,6,3394
5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,6,3395
5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,6,3396
5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6,3398
7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,6,3399
7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,6,3402
6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,6,3403
6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,6,3404
6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6,3405
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6,3408
6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6,3409
6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6,3410
5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,6,3414
5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6,3415
7.5,0.21,0.29,1.5,0.046,35,107,0.99123,3.15,0.45,11.3,6,3418
7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12,6,3419
6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6,3421
6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,6,3427
5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,6,3428
6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,6,3429
6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,6,3433
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,3434
7.4,0.26,0.32,3.7,0.032,29,193,0.99134,3.1,0.67,12.5,6,3437
6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,6,3440
6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,6,3441
6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,6,3442
6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,6,3443
6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,6,3445
7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,6,3446
5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,6,3447
5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,6,3448
6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6,3450
6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6,3452
8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6,3455
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,3456
